DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1419K502,0.229729726911,0.770270287991,0.847972989082,276.583333333,19.0,2.16042,2.055985,62.0,68.0,63.0,67.0,375.0,363.0,354.0,0.032,0.157,0.074,0.032,296.0,0.716,0.011,0.021,0.0,0.010135,0.739865,0.033784,0.219595,0.128378,0.300676,0.02027,0.0,0.0,0.0,0.011,0.389,0.263,0.814,0.846,0.966,6.8,11207.0,0.130434783,3902.0,1890.0,420.0,1092.0,260.0,0.60840566179,4.216405,5792.0,0
1419K504,0.435530096292,0.56446993351,0.785100281239,276.583333333,19.0,2.15648,2.01749,59.0,61.0,52.0,64.0,370.0,353.0,361.0,0.024,0.109,0.091,0.331,349.0,0.524,0.009,0.018,0.018,0.005731,0.765043,0.097421,0.212034,0.126074,0.277937,0.017192,0.0,0.315,0.0,0.008,0.21,0.245,0.75,0.88,0.959,7.8,11207.0,0.2,3902.0,1890.0,435.0,1084.0,236.0,0.63057761823,4.17397,5792.0,0
1419K507,0.530373811722,0.469626158476,0.92990654707,276.583333333,19.0,2.279184,2.114105,63.0,69.0,57.0,64.0,358.0,370.0,354.0,0.054,0.048,0.118,0.42,428.0,0.714,0.02,0.118,0.039,0.002336,0.803738,0.023364,0.189252,0.102804,0.198598,0.002336,0.0,0.411,0.0,0.018,0.446,0.343,0.81,0.822,0.97,1.0,11207.0,0.135135135,3902.0,1890.0,420.0,1082.0,253.0,0.685021421613,4.393289,5792.0,0
1419K510,0.605177998543,0.394822001457,0.864077687263,276.583333333,19.0,2.245766,2.091067,64.0,69.0,60.0,64.0,377.0,377.0,390.0,0.15,0.202,0.144,0.327,309.0,0.579,0.038,0.058,0.038,0.009709,0.783172,0.067961,0.171521,0.10356,0.203883,0.019417,0.0,0.0,0.009,0.028,0.477,0.481,0.804,0.766,0.951,0.7,11207.0,0.141509434,3902.0,1890.0,375.0,1144.0,257.0,0.664582328811,4.336833,5792.0,0
1419K583,0.475155293941,0.524844706059,0.947204947472,262.083333333,19.0,1.773472,1.941759,62.0,53.0,50.0,60.0,302.0,321.0,326.0,0.02,0.128,0.018,0.337,322.0,0.436,0.009,0.009,0.009,0.0,0.003106,0.931677,0.993789,0.003106,0.018634,0.003106,0.0,0.327,0.188,0.05,0.386,0.183,0.76,0.835,0.967,2.8,11208.0,0.22,3902.0,1890.0,420.0,949.0,225.0,0.987633895724,3.715231,5792.0,0
1419K615,0.145672664046,0.854327321053,0.742930591106,262.083333333,19.0,2.275732,2.185869,60.0,73.0,58.0,64.0,406.0,407.0,382.0,0.156,0.208,0.086,0.26,1167.0,0.643,0.018,0.05,0.004,0.057412,0.663239,0.039417,0.254499,0.116538,0.229649,0.01371,0.182,0.0,0.011,0.022,0.502,0.369,0.87,0.715,0.948,0.8,11208.0,0.098859316,3902.0,1890.0,375.0,1195.0,255.0,0.519653198474,4.461601,5792.0,0
1419K618,0.238636359572,0.761363625526,0.804545462132,262.083333333,19.0,2.221123,2.103264,66.0,69.0,62.0,61.0,388.0,379.0,372.0,0.091,0.264,0.136,0.295,440.0,0.67,0.045,0.036,0.0,0.063636,0.447727,0.106818,0.452273,0.106818,0.25,0.018182,0.216,0.0,0.034,0.057,0.614,0.482,0.795,0.86,0.963,6.0,11208.0,0.0568182,3902.0,1890.0,405.0,1139.0,258.0,0.424693620086,4.324387,5792.0,0
1419K639,0.370879113674,0.629120886326,0.865384638309,262.083333333,19.0,2.221115,2.066832,61.0,59.0,57.0,62.0,370.0,375.0,371.0,0.111,0.215,0.032,0.157,364.0,0.528,0.0,0.011,0.011,0.041209,0.346154,0.181319,0.590659,0.118132,0.241758,0.010989,0.0,0.0,0.074,0.009,0.546,0.269,0.708,0.815,0.951,2.8,11208.0,0.12037037,3902.0,1890.0,405.0,1116.0,239.0,0.481033654743,4.287947,5792.0,0
1419K659,0.448648661375,0.551351368427,0.889189183712,262.083333333,19.0,2.22214,2.02507,64.0,63.0,57.0,62.0,374.0,412.0,366.0,0.108,0.172,0.055,0.725,370.0,0.5,0.018,0.064,0.0,0.059459,0.156757,0.224324,0.72973,0.097297,0.181081,0.043243,0.0,0.0,0.118,0.029,0.431,0.309,0.78,0.811,0.962,1.9,11208.0,0.18627451,3902.0,1890.0,410.0,1152.0,246.0,0.574846095249,4.24721,5792.0,0
1419K660,0.701943814754,0.298056155443,0.887688994408,276.583333333,19.0,2.094208,1.968701,66.0,65.0,66.0,60.0,368.0,331.0,335.0,0.057,0.139,0.063,0.214,463.0,0.5,0.025,0.025,0.006,0.00432,0.673866,0.079914,0.302376,0.263499,0.345572,0.010799,0.071,0.0,0.0,0.0,0.371,0.258,0.77,0.884,0.952,5.8,11207.0,0.242857143,3902.0,1890.0,427.0,1034.0,257.0,0.555213453311,4.062909,5792.0,0
1419K683,0.624595463276,0.375404536724,0.860841453075,262.083333333,19.0,2.336972,2.104588,67.0,64.0,59.0,67.0,377.0,356.0,357.0,0.11,0.208,0.013,0.044,309.0,0.835,0.091,0.065,0.013,0.061489,0.644013,0.100324,0.249191,0.165049,0.223301,0.029126,0.0,0.0,0.022,0.154,0.637,0.39,0.836,0.828,0.971,5.0,11208.0,0.0561798,3902.0,1890.0,420.0,1090.0,257.0,0.497446230829,4.44156,5792.0,0
1420K445,0.414931595325,0.585068404675,0.763236165047,426.333333333,20.0,2.409434,2.483606,73.0,69.0,66.0,73.0,428.0,509.0,416.0,0.37,0.299,0.149,0.458,3362.0,0.699,0.04,0.041,0.012,0.381023,0.044914,0.212374,0.287924,0.087448,0.187388,0.28138,0.0,0.0,0.181,0.083,0.591,0.541,0.85,0.85,0.961,6.6,11214.0,0.115584416,1405.0,840.0,420.0,1353.0,281.0,0.31223551419,4.89304,2245.0,0
1420K485,0.458492010832,0.54150801897,0.81340444088,511.166666667,20.0,2.583445,2.580615,70.0,74.0,67.0,76.0,446.0,481.0,443.0,0.551,0.267,0.209,0.766,1313.0,0.865,0.078,0.095,0.047,0.172887,0.089109,0.064737,0.565118,0.070069,0.261995,0.166794,0.0,0.0,0.256,0.131,0.772,0.696,0.925,0.92,0.963,0.4,11220.0,0.0419355,947.0,768.0,420.0,1370.0,287.0,0.389743086449,5.16406,1715.0,0
1420K490,0.456103771925,0.543896198273,0.629140615463,507.333333333,20.0,2.609875,2.64434,71.0,73.0,70.0,72.0,442.0,504.0,446.0,0.416,0.232,0.197,0.497,4317.0,0.681,0.078,0.047,0.023,0.310864,0.053046,0.198054,0.286773,0.079453,0.158212,0.335186,0.0,0.0,0.138,0.102,0.655,0.577,0.919,0.839,0.962,1.8,11209.0,0.115664845,947.0,768.0,405.0,1392.0,286.0,0.302528358789,5.254215,1715.0,0
1420K505,0.430031955242,0.569968044758,0.813738048077,428.333333333,20.0,2.354127,2.399951,74.0,71.0,67.0,76.0,427.0,506.0,412.0,0.324,0.288,0.149,0.487,3130.0,0.577,0.018,0.034,0.004,0.409904,0.111182,0.361661,0.282109,0.08115,0.14984,0.191054,0.0,0.0,0.124,0.037,0.48,0.493,0.853,0.853,0.96,3.8,11204.0,0.155792277,1191.0,587.0,405.0,1345.0,288.0,0.299909484825,4.754078,1778.0,0
1420K609,1.0,0.0,0.911340177059,428.333333333,20.0,2.576629,2.363919,73.0,79.0,78.0,72.0,434.0,441.0,459.0,0.477,0.164,0.122,0.462,301.0,0.954,0.058,0.075,0.029,0.438538,0.20598,0.116279,0.225914,0.023256,0.136213,0.119601,0.0,0.0,0.185,0.077,0.769,0.514,0.892,0.909,0.977,7.0,11204.0,0.015625,1191.0,587.0,420.0,1334.0,302.0,0.306157400044,4.940548,1778.0,0
1421K337,0.353623181581,0.646376788616,0.927536249161,426.333333333,21.0,1.739298,2.300556,67.0,64.0,55.0,61.0,325.0,385.0,347.0,0.155,0.237,0.113,0.512,345.0,0.607,0.05,0.013,0.0,0.408696,0.098551,0.875362,0.197101,0.005797,0.026087,0.289855,0.0,0.0,0.024,0.0,0.679,0.413,0.899,0.879,0.97,2.8,11214.0,0.095238095,1421.0,694.0,405.0,1057.0,247.0,0.303113557636,4.039854,2115.0,0
1421K344,0.45647969842,0.543520331383,1.0,354.0,21.0,2.463607,2.305471,69.0,78.0,70.0,71.0,418.0,436.0,414.0,0.209,0.346,0.172,0.661,517.0,0.696,0.057,0.016,0.016,0.148936,0.218569,0.11412,0.216634,0.067698,0.189555,0.402321,0.0,0.661,0.061,0.052,0.522,0.607,0.851,0.846,0.96,7.5,11224.0,0.0614035,1421.0,694.0,435.0,1268.0,288.0,0.286451405315,4.769078,2115.0,0
1421K348,0.102167181671,0.897832810879,0.808049559593,426.333333333,21.0,2.216645,2.130962,64.0,65.0,58.0,61.0,403.0,406.0,377.0,0.186,0.077,0.046,0.153,323.0,0.831,0.062,0.092,0.123,0.024768,0.705882,0.049536,0.210526,0.074303,0.198142,0.049536,0.0,0.0,0.0,0.034,0.695,0.4,0.825,0.801,0.949,9.0,11214.0,0.0344828,1421.0,694.0,480.0,1186.0,248.0,0.555936990266,4.347607,2115.0,0
1421K410,0.416774749756,0.583225250244,0.676178097725,463.416666667,21.0,2.447561,2.364997,64.0,66.0,62.0,65.0,416.0,439.0,414.0,0.297,0.271,0.152,0.415,2313.0,0.693,0.045,0.031,0.016,0.166883,0.369217,0.147428,0.232598,0.085603,0.162127,0.222222,0.0,0.0,0.08,0.04,0.588,0.515,0.849,0.814,0.959,9.8,11235.0,0.067503925,1421.0,694.0,462.0,1269.0,257.0,0.272583213315,4.812558,2115.0,0
1421K468,0.446460992098,0.553539037704,0.751361191273,426.333333333,21.0,2.758607,2.788851,74.0,80.0,74.0,76.0,460.0,482.0,451.0,0.613,0.784,0.043,1.0,330.0,0.933,0.0,0.014,0.014,0.072727,0.257576,0.006061,0.227273,0.00303,0.130303,0.436364,0.0,0.0,0.053,0.0,0.773,0.855,0.906,0.84,0.948,8.0,11214.0,0.0,1421.0,694.0,380.0,1393.0,304.0,0.317538069592,5.547458,2115.0,1
1421K525,0.583436965942,0.416563034058,0.536931097507,458.0,21.0,2.734832,2.71207,66.0,78.0,71.0,76.0,475.0,499.0,469.0,0.472,0.195,0.245,0.611,4021.0,0.812,0.092,0.096,0.045,0.270331,0.229048,0.079085,0.205919,0.071375,0.176324,0.281025,0.005,0.049,0.234,0.148,0.751,0.673,0.915,0.861,0.959,2.2,11230.0,0.0364583,1832.0,884.0,400.0,1443.0,291.0,0.253814894991,5.446902,2716.0,0
1421K540,0.453278273344,0.546721756458,0.84150749445,479.5,21.0,2.379719,2.489987,70.0,66.0,66.0,68.0,417.0,485.0,410.0,0.391,0.275,0.142,0.542,1937.0,0.792,0.068,0.063,0.015,0.38668,0.262261,0.243676,0.211668,0.056789,0.132163,0.133712,0.0,0.0,0.248,0.022,0.656,0.563,0.873,0.793,0.968,2.3,11223.0,0.0307971,1421.0,694.0,412.0,1312.0,270.0,0.284203311043,4.869706,2115.0,0
1421K559,0.584615409374,0.415384620428,0.880769252777,426.333333333,21.0,2.349106,2.16661,75.0,78.0,74.0,81.0,392.0,379.0,399.0,0.111,0.223,0.067,0.587,260.0,0.921,0.022,0.044,0.044,0.046154,0.523077,0.030769,0.265385,0.084615,0.211538,0.161538,0.0,0.365,0.0,0.016,0.667,0.4,0.851,0.888,0.978,2.8,11214.0,0.031746,1421.0,694.0,405.0,1170.0,308.0,0.37514351824,4.515716,2115.0,0
1421K572,0.456521749496,0.543478250504,0.797101438046,426.333333333,21.0,2.356618,2.322311,72.0,70.0,68.0,76.0,395.0,407.0,381.0,0.261,0.231,0.173,0.812,276.0,0.812,0.058,0.135,0.038,0.15942,0.210145,0.173913,0.427536,0.083333,0.181159,0.184783,0.0,0.0,0.0,0.014,0.797,0.635,0.834,0.935,0.974,2.9,11214.0,0.0597015,1421.0,694.0,410.0,1183.0,286.0,0.297177241175,4.678929,2115.0,0
1421K620,0.224842771888,0.775157213211,0.899371087551,463.416666667,21.0,2.198606,2.118877,62.0,62.0,55.0,62.0,378.0,402.0,366.0,0.082,0.151,0.022,0.296,636.0,0.571,0.026,0.044,0.03,0.025157,0.731132,0.04717,0.163522,0.16195,0.325472,0.070755,0.163,0.0,0.005,0.031,0.357,0.273,0.823,0.827,0.953,0.7,11235.0,0.168421053,1421.0,694.0,420.0,1146.0,241.0,0.577782773072,4.317483,2115.0,0
1421K690,0.485587596893,0.514412403107,0.756097555161,426.333333333,21.0,2.610826,2.471248,69.0,73.0,66.0,72.0,437.0,462.0,439.0,0.387,0.227,0.247,0.607,647.0,0.78,0.052,0.013,0.006,0.139104,0.061824,0.106646,0.214838,0.049459,0.191654,0.582689,0.0,0.012,0.042,0.06,0.685,0.545,0.883,0.766,0.958,3.6,11214.0,0.0481928,1405.0,840.0,390.0,1338.0,280.0,0.410120259391,5.082074,2245.0,0
1422K405,0.557131826878,0.442868202925,0.490069627762,363.75,22.0,3.060675,3.053935,75.0,80.0,74.0,76.0,506.0,551.0,504.0,0.73,0.214,0.264,0.819,3877.0,0.891,0.105,0.116,0.045,0.332989,0.314676,0.038432,0.120196,0.023472,0.071963,0.228269,0.003,0.0,0.361,0.135,0.838,0.744,0.938,0.862,0.959,1.0,11210.0,0.0230011,1832.0,884.0,405.0,1561.0,305.0,0.278608732771,6.11461,2716.0,1
1422K425,0.426513910294,0.573486089706,0.636988520622,382.166666667,22.0,2.631901,2.594418,71.0,71.0,69.0,70.0,464.0,500.0,464.0,0.459,0.283,0.218,0.578,3055.0,0.759,0.049,0.05,0.032,0.214075,0.172177,0.125368,0.155483,0.053028,0.147954,0.455646,0.0,0.0,0.147,0.12,0.653,0.632,0.912,0.847,0.959,0.8,11229.0,0.097867001,1666.0,644.0,398.0,1428.0,281.0,0.308877044883,5.226319,2310.0,0
1422K495,0.42348754406,0.57651245594,0.633451938629,463.416666667,22.0,2.261316,2.17228,58.0,61.0,56.0,57.0,385.0,397.0,376.0,0.109,0.148,0.072,0.14,1124.0,0.478,0.034,0.025,0.025,0.129893,0.547153,0.269573,0.185943,0.106762,0.174377,0.133452,0.0,0.007,0.007,0.015,0.448,0.304,0.731,0.729,0.963,2.5,11235.0,0.198660714,1500.0,855.0,420.0,1158.0,232.0,0.371270835523,4.433596,2355.0,0
1422K535,0.576481819153,0.423518151045,0.468451231718,463.416666667,22.0,3.321543,3.308461,77.0,82.0,84.0,83.0,552.0,569.0,558.0,0.863,0.174,0.441,0.963,1046.0,0.963,0.089,0.158,0.049,0.179732,0.086998,0.00956,0.104207,0.027725,0.140535,0.617591,0.037,0.008,0.519,0.178,0.913,0.911,0.957,0.842,0.97,1.7,11235.0,0.00416667,1666.0,644.0,375.0,1679.0,326.0,0.442238504621,6.630004,2310.0,1
1422K555,0.62944984436,0.37055015564,0.741100311279,515.416666667,22.0,3.127316,2.888628,78.0,86.0,83.0,78.0,499.0,506.0,487.0,0.642,0.554,0.328,1.0,587.0,0.993,0.008,0.0,0.008,0.083475,0.737649,0.001704,0.097104,0.011925,0.045997,0.037479,0.0,0.0,0.0,0.102,0.949,0.898,0.96,0.939,0.976,9.0,11218.0,0.0,1206.0,619.0,420.0,1492.0,325.0,0.615220966124,6.015944,1825.0,1
1422K611,0.494117647409,0.505882382393,0.847058832645,463.416666667,22.0,2.425,2.260702,73.0,71.0,64.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,85.0,0.738,0.058,0.075,0.029,0.141176,0.4,0.141176,0.235294,0.082353,0.141176,0.2,0.0,0.0,0.045,0.04,0.632,0.514,0.887,0.918,0.978,1.0,11235.0,0.0752283935,1666.0,644.0,420.0,1221.5,275.0,0.2887213001,4.685702,2310.0,0
1423K493,0.416020661592,0.583979308605,0.857881128788,395.833333333,23.0,2.2428,2.078423,64.0,63.0,51.0,59.0,379.0,389.0,384.0,0.161,0.111,0.167,0.115,345.0,0.563,0.022,0.022,0.078,0.008696,0.863768,0.04058,0.110145,0.13913,0.255072,0.008696,0.0,0.034,0.0,0.161,0.563,0.4,0.823,0.798,0.967,10.0,11233.0,0.0348837,2094.0,1506.0,375.0,1152.0,237.0,0.771740541783,4.321223,3600.0,0
1423K514,0.484756112099,0.515243887901,0.850609779358,258.083333333,23.0,2.280747,2.131312,61.0,68.0,67.0,69.0,380.0,383.0,363.0,0.172,0.071,0.06,0.366,328.0,0.527,0.095,0.095,0.048,0.003049,0.856707,0.018293,0.128049,0.131098,0.271341,0.009146,0.0,0.0,0.011,0.011,0.527,0.369,0.814,0.761,0.952,7.5,11212.0,0.076086957,2094.0,1506.0,385.0,1126.0,265.0,0.755033551469,4.412059,3600.0,0
1423K644,0.0,1.0,0.77192980051,395.833333333,23.0,2.281789,2.055688,63.0,73.0,61.0,73.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,226.0,0.738,0.058,0.075,0.029,0.0,0.871681,0.022124,0.10177,0.10177,0.238938,0.013274,0.0,0.0,0.045,0.04,0.632,0.514,0.88,0.876,0.966,6.0,11233.0,0.0752283935,2094.0,1506.0,540.0,1221.5,270.0,0.791228787251,4.337477,3600.0,0
1423K697,0.639737963676,0.360262006521,0.796943247318,258.083333333,23.0,2.341927,2.182145,65.0,72.0,73.0,72.0,397.0,414.0,401.0,0.234,0.209,0.177,0.33,366.0,0.67,0.021,0.052,0.01,0.0,0.838798,0.021858,0.147541,0.112022,0.204918,0.005464,0.0,0.0,0.043,0.021,0.553,0.469,0.814,0.802,0.945,3.8,11212.0,0.126315789,2094.0,1506.0,380.0,1212.0,282.0,0.737420002455,4.524072,3600.0,0
1424Q236,0.219999998808,0.77999997139,1.0,424.0,24.0,1.790442,2.116589,57.0,71.0,64.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,50.0,0.738,0.058,0.075,0.029,0.16,0.04,0.96,0.72,0.0,0.02,0.08,0.0,0.0,0.045,0.04,0.632,0.514,0.924,0.937,0.99,1.0,11373.0,0.0752283935,1747.0,713.0,420.0,1221.5,259.0,0.552,3.907031,2460.0,0
1424Q264,0.522483944893,0.477516055107,0.80942183733,391.916666667,24.0,2.728656,2.76615,77.0,81.0,77.0,78.0,455.0,495.0,465.0,0.638,0.388,0.213,0.828,467.0,0.905,0.046,0.065,0.019,0.186296,0.087794,0.066381,0.571734,0.025696,0.14561,0.134904,0.362,0.0,0.328,0.06,0.836,0.731,0.934,0.918,0.959,2.0,11101.0,0.0086957,1332.0,816.0,420.0,1415.0,313.0,0.40287149025,5.494806,2148.0,1
1424Q267,0.574821829796,0.425178140402,0.771971523762,391.916666667,24.0,2.418598,2.390531,69.0,78.0,68.0,69.0,407.0,416.0,406.0,0.284,0.376,0.094,0.324,421.0,0.696,0.012,0.035,0.0,0.154394,0.12114,0.099762,0.581948,0.047506,0.180523,0.118765,0.0,0.0,0.029,0.01,0.578,0.518,0.879,0.864,0.965,5.8,11101.0,0.08,1332.0,816.0,420.0,1229.0,284.0,0.410553106524,4.809129,2148.0,0
1424Q293,0.576158940792,0.423841059208,0.80573952198,424.0,24.0,2.387215,2.331089,76.0,78.0,69.0,76.0,396.0,412.0,400.0,0.337,0.429,0.143,0.465,453.0,0.802,0.116,0.098,0.027,0.07947,0.066225,0.086093,0.779249,0.04415,0.229581,0.050773,0.0,0.0,0.035,0.233,0.663,0.813,0.893,0.944,0.965,6.0,11373.0,0.081395349,1747.0,713.0,420.0,1208.0,299.0,0.65177805601,4.718304,2460.0,0
1424Q296,0.476839244366,0.523160755634,0.904632151127,424.0,24.0,1.784258,1.937763,60.0,63.0,55.0,61.0,330.0,346.0,320.0,0.03,0.256,0.0,0.106,367.0,0.5,0.0,0.011,0.0,0.002725,0.0,0.882834,0.997275,0.010899,0.024523,0.0,0.0,0.0,0.045,0.0,0.455,0.267,0.873,0.887,0.971,1.9,11373.0,0.184615385,1747.0,713.0,405.0,996.0,239.0,0.99456485125,3.722021,2460.0,0
1424Q299,0.593333303928,0.406666666269,0.460000008345,391.916666667,24.0,3.703642,3.780535,78.0,86.0,85.0,86.0,589.0,620.0,613.0,0.985,0.093,0.307,1.0,600.0,0.985,0.114,0.179,0.164,0.348333,0.108333,0.003333,0.168333,0.0,0.016667,0.35,0.0,0.0,0.0,0.231,0.938,0.857,0.976,0.935,0.976,5.9,11101.0,0.0,1332.0,816.0,380.0,1822.0,335.0,0.298654568356,7.484177,2148.0,1
1424Q455,0.427193820477,0.572806179523,0.725168764591,424.0,24.0,2.312241,2.272784,68.0,65.0,66.0,64.0,396.0,421.0,385.0,0.175,0.261,0.083,0.365,2074.0,0.653,0.017,0.031,0.008,0.255063,0.088235,0.316779,0.604629,0.059306,0.141273,0.039537,0.0,0.0,0.142,0.044,0.407,0.4,0.852,0.895,0.961,21.8,11373.0,0.1485623,1747.0,713.0,450.0,1202.0,263.0,0.451224132189,4.585025,2460.0,0
1424Q485,0.431781709194,0.568218290806,0.749063670635,348.5,24.0,2.352303,2.286017,64.0,65.0,61.0,67.0,405.0,434.0,400.0,0.188,0.284,0.051,0.366,1869.0,0.581,0.021,0.01,0.01,0.092563,0.05297,0.230605,0.643125,0.084002,0.182451,0.202782,0.0,0.0,0.115,0.018,0.358,0.376,0.79,0.815,0.955,2.8,11385.0,0.101030928,1607.0,949.0,450.0,1239.0,257.0,0.474187377505,4.63832,2556.0,0
1424Q520,0.450505048037,0.549494922161,1.0,391.916666667,24.0,2.340231,2.349055,65.0,69.0,64.0,67.0,377.0,395.0,373.0,0.19,0.145,0.097,0.747,495.0,0.696,0.097,0.145,0.016,0.074747,0.052525,0.00404,0.791919,0.020202,0.161616,0.076768,0.0,0.0,0.0,0.0,0.468,0.5,0.924,0.908,0.938,6.8,11101.0,0.101265823,1332.0,816.0,355.0,1145.0,265.0,0.646590201415,4.689286,2148.0,0
1424Q530,0.51689863205,0.483101397753,1.0,391.916666667,24.0,1.887606,2.350099,65.0,68.0,64.0,67.0,351.0,422.0,364.0,0.366,0.441,0.049,0.813,503.0,0.821,0.059,0.078,0.01,0.409543,0.029821,0.727634,0.447316,0.007952,0.017893,0.111332,0.0,0.0,0.009,0.0,0.714,0.637,0.927,0.941,0.979,2.8,11101.0,0.0446429,1332.0,816.0,450.0,1137.0,264.0,0.382620967765,4.237705,2148.0,0
1424Q550,0.56257045269,0.43742954731,1.0,433.583333333,24.0,2.4252,2.376524,70.0,72.0,76.0,70.0,409.0,403.0,390.0,0.295,0.467,0.042,0.805,887.0,0.86,0.024,0.036,0.006,0.087937,0.078918,0.116122,0.789177,0.032694,0.155581,0.032694,0.119,0.043,0.138,0.043,0.69,0.575,0.899,0.921,0.956,6.8,11368.0,0.0285714,1747.0,713.0,435.0,1202.0,288.0,0.652458915755,4.801724,2460.0,0
1424Q560,0.497622817755,0.502377152443,0.792393028736,391.916666667,24.0,2.648049,2.559736,70.0,74.0,65.0,74.0,445.0,445.0,442.0,0.45,0.405,0.17,0.342,521.0,0.82,0.047,0.085,0.019,0.172745,0.055662,0.06334,0.667946,0.024952,0.151631,0.097889,0.0,0.0,0.0,0.027,0.703,0.726,0.89,0.89,0.946,0.2,11101.0,0.009009,1332.0,816.0,420.0,1332.0,283.0,0.49434975028,5.207785,2148.0,0
1424Q585,0.551265001297,0.448735028505,0.701731026173,424.0,24.0,2.823703,2.728678,74.0,79.0,79.0,81.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,751.0,0.738,0.058,0.075,0.029,0.165113,0.029294,0.031957,0.456724,0.033289,0.122503,0.344874,0.0,0.0,0.045,0.04,0.632,0.514,0.931,0.865,0.985,3.0,11373.0,0.0752283935,1607.0,949.0,405.0,1221.5,313.0,0.358514135304,5.552381,2556.0,0
1424Q600,0.396301180124,0.603698790073,0.850066065788,391.916666667,24.0,2.567983,2.566979,72.0,71.0,72.0,68.0,420.0,442.0,406.0,0.332,0.409,0.151,0.694,1514.0,0.803,0.015,0.042,0.0,0.103699,0.058124,0.048217,0.761559,0.060106,0.156539,0.073976,0.648,0.0,0.006,0.023,0.584,0.617,0.891,0.84,0.962,3.8,11101.0,0.0454545,1332.0,816.0,480.0,1268.0,283.0,0.602757202749,5.134962,2148.0,0
1424Q610,0.169878974557,0.830121040344,1.0,391.916666667,24.0,2.777947,2.917652,77.0,80.0,76.0,82.0,466.0,520.0,455.0,0.727,0.267,0.253,0.825,2231.0,0.939,0.17,0.088,0.029,0.291797,0.061856,0.025549,0.518602,0.043478,0.092784,0.108023,0.31,0.0,0.175,0.11,0.747,0.815,0.953,0.893,0.961,4.8,11101.0,0.0081466,1332.0,816.0,510.0,1441.0,315.0,0.384609601285,5.695599,2148.0,1
1425Q240,0.524193525314,0.475806444883,0.741935491562,482.0,25.0,2.648649,2.544595,71.0,71.0,64.0,72.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,124.0,0.738,0.058,0.075,0.029,0.185484,0.153226,0.096774,0.532258,0.096774,0.209677,0.112903,0.0,0.0,0.045,0.04,0.632,0.514,0.913,0.931,0.969,1.0,11354.0,0.0752283935,2146.0,907.0,410.0,1221.5,278.0,0.365627482609,5.193244,3053.0,0
1425Q241,0.5,0.5,0.928571403027,482.0,25.0,2.589767,2.626383,80.0,71.0,64.0,79.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,70.0,0.738,0.058,0.075,0.029,0.671429,0.085714,0.385714,0.214286,0.0,0.057143,0.014286,0.0,0.0,0.045,0.04,0.632,0.514,0.943,0.949,0.991,1.0,11354.0,0.0752283935,2146.0,907.0,450.0,1221.5,294.0,0.519008535779,5.21615,3053.0,0
1425Q252,0.493220329285,0.506779670715,0.571186423302,443.5,25.0,3.018969,2.894847,72.0,81.0,77.0,78.0,492.0,526.0,500.0,0.712,0.276,0.539,0.986,311.0,0.932,0.013,0.026,0.0,0.350482,0.192926,0.016077,0.247588,0.006431,0.141479,0.173633,0.0,0.0,0.11,0.233,0.89,0.855,0.944,0.888,0.977,3.9,11366.0,0.0138889,1298.0,722.0,379.0,1518.0,308.0,0.270288929112,5.913816,2020.0,1
1425Q263,0.415048539639,0.584951460361,0.973300993443,488.0,25.0,1.809931,2.429607,69.0,60.0,60.0,62.0,319.0,444.0,320.0,0.226,0.396,0.158,0.417,412.0,0.69,0.01,0.02,0.0,0.59466,0.024272,0.864078,0.347087,0.002427,0.021845,0.029126,0.0,0.0,0.0,0.0,0.726,0.584,0.937,0.926,0.976,2.8,11355.0,0.082352941,2146.0,907.0,410.0,1083.0,251.0,0.480178570649,4.239538,3053.0,0
1425Q281,0.463452577591,0.536547422409,0.833592534065,488.0,25.0,2.669309,2.814431,75.0,74.0,77.0,75.0,469.0,516.0,446.0,0.534,0.162,0.272,0.489,371.0,0.92,0.185,0.152,0.033,0.606469,0.150943,0.161725,0.183288,0.043127,0.175202,0.048518,0.0,0.0,0.227,0.114,0.898,0.804,0.897,0.881,0.973,8.0,11355.0,0.0,2146.0,907.0,420.0,1431.0,301.0,0.435885691146,5.48374,3053.0,0
