DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1402M460,0.493506491184,0.506493508816,0.766233742237,391.916666667,2.0,2.223492,2.148561,60.0,57.0,55.0,53.0,395.0,409.0,400.0,0.139,0.14,0.054,0.45,308.0,0.428,0.018,0.054,0.011,0.048701,0.37987,0.181818,0.535714,0.165584,0.25,0.032468,0.0,0.0,0.0,0.011,0.367,0.277,0.709,0.819,0.962,2.0,10457.0,0.288135593,1500.0,855.0,420.0,1204.0,225.0,0.437553524579,4.372053,2355.0,0
1402M475,0.404009729624,0.595990300179,0.472357243299,391.916666667,2.0,3.992257,4.140961,94.0,90.0,94.0,93.0,689.0,751.0,693.0,0.988,0.03,0.126,0.996,3292.0,0.988,0.26,0.184,0.374,0.730863,0.010024,0.000608,0.023998,0.000304,0.013366,0.216889,0.0,0.004,0.818,0.274,0.985,0.97,0.966,0.887,0.962,1.9,10282.0,0.0,1416.0,498.0,450.0,2133.0,371.0,0.603682859625,8.133218,1914.0,1
1402M489,0.425032585859,0.574967384338,0.795306384563,1226.91666667,2.0,2.567225,2.60541,72.0,73.0,72.0,76.0,451.0,486.0,442.0,0.568,0.23,0.289,0.826,767.0,0.819,0.06,0.09,0.03,0.243807,0.217731,0.079531,0.458931,0.046936,0.170795,0.073012,0.0,0.0,0.226,0.335,0.729,0.699,0.891,0.9,0.972,6.9,10006.0,0.096153846,1416.0,498.0,420.0,1379.0,293.0,0.327047199256,5.172635,1914.0,0
1402M500,0.364705890417,0.635294139385,0.909803926945,391.916666667,2.0,2.252437,2.122917,61.0,66.0,65.0,63.0,357.0,348.0,346.0,0.053,0.146,0.024,0.158,255.0,0.684,0.049,0.024,0.037,0.094118,0.286275,0.078431,0.556863,0.078431,0.278431,0.05098,0.035,0.053,0.053,0.0,0.404,0.28,0.839,0.94,0.945,6.9,10016.0,0.145454545,2863.0,695.0,465.0,1051.0,255.0,0.4131708388,4.375354,3558.0,0
1402M507,0.201634883881,0.798365116119,1.0,391.916666667,2.0,2.494763,2.365134,71.0,74.0,78.0,76.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,367.0,0.738,0.058,0.075,0.029,0.06812,0.337875,0.035422,0.520436,0.051771,0.201635,0.049046,0.0,0.0,0.045,0.04,0.632,0.514,0.905,0.927,0.978,3.0,10019.0,0.0752283935,2271.0,1004.0,450.0,1221.5,299.0,0.412019099987,4.859897,3275.0,0
1402M519,0.82075470686,0.179245278239,0.594339609146,391.916666667,2.0,3.001401,2.676495,78.0,80.0,82.0,84.0,474.0,487.0,473.0,0.554,0.135,0.324,0.846,530.0,0.949,0.081,0.149,0.068,0.04717,0.35283,0.0,0.390566,0.007547,0.069811,0.201887,0.566,0.714,0.12,0.32,0.823,0.757,0.913,0.876,0.991,5.9,10065.0,0.00571429,2064.0,531.0,420.0,1434.0,324.0,0.324899709763,5.677896,2595.0,0
1402M520,0.506821274757,0.493178725243,0.727830827236,1162.08333333,2.0,2.348374,2.225295,61.0,63.0,58.0,61.0,404.0,415.0,387.0,0.163,0.18,0.08,0.277,1466.0,0.506,0.05,0.031,0.023,0.100273,0.444748,0.11528,0.418827,0.095498,0.186903,0.027285,0.0,0.0,0.049,0.027,0.472,0.364,0.683,0.61,0.963,1.8,10038.0,0.095671982,980.0,362.0,420.0,1206.0,243.0,0.390917785802,4.573669,1342.0,0
1402M529,0.551480948925,0.448519051075,0.801128327847,1431.08333333,2.0,2.317769,2.167516,67.0,67.0,60.0,71.0,424.0,419.0,418.0,0.214,0.265,0.039,0.208,709.0,0.607,0.055,0.05,0.044,0.039492,0.22708,0.09591,0.698166,0.066291,0.191819,0.028209,0.0,0.0,0.127,0.121,0.555,0.453,0.777,0.837,0.965,10.0,10036.0,0.110465116,2271.0,1004.0,420.0,1261.0,265.0,0.549074385381,4.485285,3275.0,0
1402M531,0.813559293747,0.186440676451,0.771186411381,1431.08333333,2.0,2.796618,2.499073,74.0,75.0,70.0,78.0,440.0,437.0,444.0,0.314,0.155,0.267,0.843,236.0,0.98,0.089,0.067,0.133,0.012712,0.436441,0.016949,0.444915,0.012712,0.09322,0.088983,0.0,0.843,0.059,0.039,0.863,0.711,0.937,0.865,0.964,1.3,10036.0,0.0,2863.0,695.0,435.0,1321.0,297.0,0.410300161459,5.295691,3558.0,0
1402M533,0.695067286491,0.304932743311,0.856502234936,1548.5,2.0,2.455253,2.369137,70.0,76.0,74.0,74.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,223.0,0.738,0.058,0.075,0.029,0.161435,0.242152,0.130045,0.538117,0.09417,0.179372,0.03139,0.0,0.0,0.045,0.04,0.632,0.514,0.902,0.891,0.974,2.0,10003.0,0.0752283935,2152.0,732.0,480.0,1221.5,294.0,0.396292490469,4.82439,2884.0,0
1402M534,0.564655184746,0.435344815254,0.620689630508,391.916666667,2.0,2.667929,2.369192,66.0,71.0,64.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,232.0,0.738,0.058,0.075,0.029,0.060345,0.202586,0.025862,0.556034,0.051724,0.25,0.172414,0.0,0.0,0.045,0.04,0.632,0.514,0.922,0.894,0.978,2.0,10011.0,0.0752283935,1703.0,433.0,417.0,1221.5,268.0,0.390283260457,5.037121,2136.0,0
1402M542,0.498188406229,0.501811623573,1.0,391.916666667,2.0,2.03205,2.255824,73.0,73.0,66.0,71.0,359.0,388.0,342.0,0.324,0.372,0.155,0.697,552.0,0.845,0.034,0.02,0.0,0.0,0.0,0.634058,1.0,0.014493,0.038043,0.0,0.0,0.0,0.528,0.007,0.57,0.581,0.908,0.944,0.972,11.0,10019.0,0.0496454,2271.0,1004.0,465.0,1089.0,283.0,1.0,4.287874,3275.0,0
1402M543,0.656036436558,0.343963563442,1.0,1194.33333333,2.0,2.357427,2.168309,70.0,75.0,64.0,64.0,389.0,388.0,383.0,0.099,0.17,0.117,0.121,439.0,0.824,0.032,0.138,0.011,0.05467,0.300683,0.041002,0.601367,0.102506,0.252847,0.018223,0.0,0.0,0.033,0.011,0.802,0.468,0.842,0.859,0.967,11.0,10002.0,0.0555556,711.0,438.0,420.0,1160.0,273.0,0.47908130981,4.525736,1149.0,0
1402M545,0.502439022064,0.497560977936,0.902438998222,1194.33333333,2.0,2.594045,3.353248,84.0,75.0,84.0,85.0,450.0,621.0,461.0,0.864,0.45,0.172,0.966,410.0,0.955,0.034,0.149,0.023,0.907317,0.026829,0.358537,0.05122,0.002439,0.039024,0.007317,0.0,0.0,0.773,0.273,0.92,0.828,0.981,0.867,0.981,11.0,10002.0,0.0113636,711.0,438.0,455.0,1532.0,328.0,0.838851807106,5.947293,1149.0,1
1402M546,0.219917014241,0.78008300066,0.709543585777,1548.5,2.0,2.531857,2.458857,68.0,71.0,74.0,76.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,241.0,0.738,0.058,0.075,0.029,0.128631,0.315353,0.029046,0.40249,0.049793,0.248963,0.107884,0.0,0.0,0.045,0.04,0.632,0.514,0.924,0.94,0.983,2.0,10003.0,0.0752283935,2152.0,732.0,390.0,1221.5,289.0,0.317996116837,4.990714,2884.0,0
1402M551,0.366742610931,0.633257389069,0.678815484047,1335.91666667,2.0,2.575076,2.363584,68.0,73.0,67.0,76.0,451.0,459.0,432.0,0.404,0.214,0.056,0.551,439.0,0.764,0.056,0.135,0.045,0.015945,0.287016,0.041002,0.526196,0.047836,0.230068,0.15262,0.382,0.0,0.056,0.022,0.809,0.506,0.891,0.802,0.969,1.9,10004.0,0.06741573,1416.0,498.0,465.0,1342.0,284.0,0.397150172559,4.93866,1914.0,0
1402M580,0.676222622395,0.323777407408,0.84485667944,1335.91666667,2.0,2.312041,2.200185,63.0,68.0,55.0,64.0,415.0,418.0,417.0,0.313,0.266,0.156,0.244,593.0,0.71,0.086,0.078,0.008,0.038786,0.355818,0.055649,0.578415,0.097808,0.284992,0.020236,0.0,0.0,0.046,0.084,0.588,0.594,0.819,0.776,0.961,1.5,10004.0,0.107692308,1416.0,498.0,420.0,1250.0,250.0,0.469394994175,4.512226,1914.0,0
1402M600,0.934180140495,0.0658198595047,0.827367186546,391.916666667,2.0,2.661591,2.452705,71.0,77.0,75.0,76.0,423.0,420.0,417.0,0.37,0.221,0.187,0.596,1732.0,0.916,0.058,0.164,0.05,0.043303,0.377598,0.024827,0.531755,0.047344,0.139723,0.037529,0.476,0.109,0.053,0.042,0.786,0.68,0.921,0.883,0.963,3.8,10011.0,0.0306407,1123.0,437.0,465.0,1260.0,299.0,0.437166672957,5.114296,1560.0,0
1402M615,0.428893893957,0.571106076241,0.817155778408,391.916666667,2.0,2.370308,2.254988,68.0,74.0,70.0,77.0,397.0,400.0,391.0,0.232,0.279,0.151,0.378,443.0,0.854,0.0,0.097,0.032,0.074492,0.334086,0.042889,0.559819,0.076749,0.234763,0.022573,0.232,0.0,0.061,0.0,0.805,0.559,0.873,0.892,0.956,5.9,10013.0,0.098765432,1416.0,498.0,450.0,1188.0,289.0,0.43896121276,4.625296,1914.0,0
1402M620,0.490624636412,0.509375363588,0.829294979572,391.916666667,2.0,2.057329,2.017561,65.0,58.0,55.0,63.0,369.0,399.0,385.0,0.052,0.116,0.041,0.115,200.0,0.427,0.03,0.036,0.016,0.01,0.245,0.24,0.73,0.145,0.28,0.01,0.104,0.0,0.0,0.0,0.219,0.239,0.669,0.842,0.952,0.8,10457.0,0.285714286,1500.0,855.0,420.0,1153.0,241.0,0.599101032802,4.07489,2355.0,0
1402M625,0.564625859261,0.435374140739,1.0,391.916666667,2.0,2.305109,2.115895,59.0,61.0,57.0,60.0,409.0,390.0,398.0,0.099,0.217,0.028,0.165,735.0,0.525,0.024,0.024,0.019,0.020408,0.32381,0.066667,0.606803,0.10068,0.228571,0.031293,0.023,0.01,0.017,0.007,0.422,0.312,0.68,0.651,0.966,2.8,10019.0,0.158783784,1500.0,855.0,420.0,1197.0,237.0,0.491697042844,4.421004,2355.0,0
1402M630,0.574408888817,0.425591111183,0.689151585102,391.916666667,2.0,2.776556,2.530347,69.0,76.0,68.0,78.0,463.0,454.0,448.0,0.366,0.24,0.048,0.718,1438.0,0.806,0.141,0.112,0.073,0.093185,0.251739,0.013213,0.52573,0.041029,0.171766,0.116134,0.154,0.487,0.227,0.077,0.711,0.62,0.906,0.821,0.967,4.5,10019.0,0.043956,2271.0,1004.0,450.0,1365.0,291.0,0.371691810208,5.306903,3275.0,0
1402M655,0.509727597237,0.490272372961,0.76913100481,391.916666667,2.0,2.372226,2.284262,62.0,72.0,64.0,68.0,421.0,428.0,405.0,0.286,0.167,0.076,0.19,658.0,0.755,0.076,0.068,0.045,0.039514,0.270517,0.085106,0.639818,0.069909,0.196049,0.028875,0.0,0.0,0.027,0.102,0.605,0.432,0.842,0.82,0.976,13.0,10128.0,0.075862069,2064.0,531.0,420.0,1254.0,266.0,0.506254623621,4.656488,2595.0,0
1403M283,0.596899211407,0.403100788593,0.813953459263,391.916666667,2.0,2.318151,2.16562,56.0,69.0,55.0,61.0,436.0,397.0,406.0,0.053,0.217,0.029,0.088,129.0,0.474,0.014,0.029,0.029,0.023256,0.418605,0.131783,0.527132,0.131783,0.263566,0.015504,0.0,0.0,0.018,0.053,0.368,0.319,0.741,0.856,0.955,2.0,10457.0,0.192982456,1500.0,855.0,420.0,1239.0,241.0,0.468286653558,4.483771,2355.0,0
1403M299,0.489655166864,0.510344803333,0.839080452919,391.916666667,3.0,2.256187,2.097122,64.0,69.0,59.0,68.0,403.0,380.0,389.0,0.097,0.237,0.07,0.344,435.0,0.72,0.07,0.044,0.018,0.004598,0.395402,0.133333,0.567816,0.082759,0.236782,0.025287,0.0,0.0,0.032,0.011,0.409,0.439,0.821,0.845,0.963,9.0,10023.0,0.136842105,969.0,517.0,435.0,1172.0,260.0,0.486100472224,4.353309,1486.0,0
1403M307,0.50387597084,0.49612402916,0.782945752144,391.916666667,3.0,2.288059,2.120236,67.0,67.0,56.0,72.0,419.0,422.0,398.0,0.197,0.209,0.128,0.171,387.0,0.671,0.023,0.035,0.012,0.023256,0.338501,0.113695,0.594315,0.196382,0.229974,0.031008,0.0,0.0,0.039,0.0,0.447,0.407,0.844,0.859,0.972,5.4,10023.0,0.164383562,969.0,517.0,375.0,1239.0,262.0,0.48166131009,4.408295,1486.0,0
1403M402,0.405063301325,0.594936728477,0.916455686092,391.916666667,3.0,2.184911,2.095277,64.0,67.0,55.0,62.0,328.0,338.0,328.0,0.03,0.184,0.061,0.09,395.0,0.493,0.0,0.031,0.01,0.017722,0.248101,0.21519,0.711392,0.096203,0.24557,0.010127,0.0,0.09,0.0,0.045,0.478,0.286,0.821,0.809,0.969,0.9,10024.0,0.23880597,969.0,517.0,420.0,994.0,248.0,0.582707774977,4.280188,1486.0,0
1403M403,0.464583337307,0.535416662693,0.914583325386,391.916666667,3.0,2.297266,2.183171,66.0,68.0,54.0,68.0,418.0,389.0,400.0,0.097,0.099,0.132,0.215,480.0,0.753,0.022,0.088,0.055,0.033333,0.272917,0.15,0.639583,0.064583,0.235417,0.052083,0.0,0.0,0.065,0.054,0.559,0.396,0.901,0.872,0.96,1.8,10024.0,0.108695652,969.0,517.0,420.0,1207.0,256.0,0.489411572448,4.480437,1486.0,0
