,act_percent_took_exam,asian_percent,black_percent,class_grad_year,college_career_readiness_index,college_nys_private,college_nys_public,college_out_of_state,college_readiness_index,cuny_2yr,cuny_4yr,dbn,disability_percent,district_admin_code,district_geo_code,dropouts_percent,ell_percent,enrollment,grade8_english,grade8_math,graduation_rate,hispanic_percent,male_percent,post-secondary_enroll_rate,poverty_percent,public_service,regents_algebra,regents_english,sat_math,sat_percent_took_exam,sat_reading,sat_score_overall,sat_writing,school_desc,school_environment_survey,self-contained_percent,student_attendance_rate,teacher_attendance,vocational_prog,white_percent,zip_code,school_day_length
794,0.0,0.010417,0.878472,2014,0.61,0.011,0.161,0.011,0.119,0.218,0.069,18K569,0.236111,18.0,18.0,0.122807018,0.069444,288.0,2.354734,2.144471,0.78,0.090278,0.597222208977,0.471,0.854166686535,0.0,67.0,68.0,384.0,0.661,387.0,1148.0,377.0,General Academic,0.91,0.083333,0.874,0.963,0.0,0.003472,11203.0,435.0
795,0.026,0.009036,0.903614,2014,0.208,0.093,0.013,0.12,0.117,0.227,0.107,18K576,0.213855,18.0,18.0,0.077922078,0.024096,332.0,2.301021,2.108803,0.675,0.063253,0.548192799091,0.56,0.798192799091,0.0,61.0,68.0,356.0,0.675,365.0,1089.0,368.0,General Academic,0.9,0.075301,0.883,0.973,0.0,0.012048,11236.0,420.0
796,0.0,0.003356,0.828859,2014,0.418,0.018,0.0,0.053,0.036,0.105,0.035,18K589,0.208054,18.0,18.0,0.074074074,0.050336,298.0,2.288132,2.068178,0.545,0.120805,0.479865759611,0.211,0.73489934206,0.0,60.0,63.0,362.0,0.564,377.0,1112.0,373.0,General Academic,0.85,0.09396,0.822,0.971,0.0,0.020134,11203.0,375.0
797,0.197,0.015974,0.85623,2014,0.242,0.05,0.1,0.038,0.212,0.225,0.1,18K617,0.236422,18.0,18.0,0.030303,0.063898,313.0,2.236118,2.098506,0.697,0.089457,0.664536714554,0.513,0.817891359329,0.0,67.0,67.0,397.0,0.5,417.0,1207.0,393.0,Career Technical,0.85,0.083067,0.852,0.959,0.0,0.031949,11236.0,435.0
798,0.066,0.006472,0.912621,2014,0.421,0.03,0.045,0.045,0.053,0.208,0.045,18K629,0.265372,18.0,18.0,0.025974,0.074434,309.0,2.199183,2.070427,0.605,0.07767,0.540453076363,0.373,0.831715226173,0.0,62.0,69.0,363.0,0.566,375.0,1115.0,377.0,General Academic,0.83,0.152104,0.823,0.967,0.0,0.003236,11203.0,420.0
799,0.034,0.027211,0.814059,2014,0.21,0.132,0.107,0.083,0.235,0.207,0.074,18K633,0.138322,18.0,18.0,0.008547,0.024943,441.0,2.503802,2.308424,0.899,0.14059,0.272108852863,0.603,0.922902464867,0.0,67.0,69.0,412.0,0.58,419.0,1242.0,411.0,General Academic,0.8,0.058957,0.914,0.974,0.0,0.002268,11236.0,420.0
800,0.081,0.028571,0.842857,2014,0.081,0.0,0.048,0.016,0.097,0.19,0.143,18K637,0.235714,18.0,18.0,0.06557377,0.071429,280.0,2.282378,2.118737,0.677,0.082143,0.62857145071,0.397,0.800000011921,0.0,62.0,69.0,393.0,0.565,383.0,1150.0,374.0,General Academic,0.85,0.114286,0.845,0.972,0.0,0.025,11236.0,406.0
801,0.0,0.032051,0.798077,2014,0.072,0.101,0.072,0.043,0.036,0.074,0.174,18K642,0.208333,18.0,18.0,0.1375,0.099359,312.0,2.220047,2.098047,0.614,0.099359,0.653846144676,0.464,0.801282048225,0.0,59.0,68.0,376.0,0.482,378.0,1118.0,364.0,General Academic,0.78,0.099359,0.845,0.927,0.0,0.048077,11236.0,430.0
802,0.013,0.01182,0.70922,2014,0.16,0.115,0.09,0.103,0.12,0.038,0.141,19K404,0.165485,19.0,19.0,0.106666667,0.018913,423.0,2.576977,2.173041,0.8,0.248227,0.322709172964,0.487,0.792828679085,0.0,66.0,73.0,373.0,0.827,403.0,1185.0,409.0,General Academic,0.83,0.06383,0.879,0.961,0.0,0.009456,11208.0,420.0
803,0.0,0.010526,0.666667,2014,0.364,0.0,0.133,0.05,0.327,0.267,0.167,19K409,0.115789,19.0,19.0,0.0,0.010526,285.0,2.569265,2.604118,0.927,0.301754,0.482905983925,0.617,0.85042732954,0.0,68.0,72.0,421.0,0.764,421.0,1245.0,403.0,General Academic,0.82,0.038596,0.901,0.953,0.0,0.007018,11207.0,420.0
804,0.011,0.010135,0.739865,2014,0.032,0.011,0.021,0.0,0.032,0.157,0.074,19K502,0.300676,19.0,19.0,0.130434783,0.033784,296.0,2.16042,2.055985,0.716,0.219595,0.770270287991,0.263,0.847972989082,0.0,62.0,68.0,363.0,0.389,375.0,1092.0,354.0,General Academic,0.85,0.128378,0.814,0.966,0.0,0.02027,11207.0,420.0
805,0.008,0.005731,0.765043,2014,0.331,0.009,0.018,0.018,0.024,0.109,0.091,19K504,0.277937,19.0,19.0,0.2,0.097421,349.0,2.15648,2.01749,0.524,0.212034,0.56446993351,0.245,0.785100281239,0.0,59.0,61.0,353.0,0.21,370.0,1084.0,361.0,General Academic,0.88,0.126074,0.75,0.959,0.0,0.017192,11207.0,435.0
806,0.018,0.002336,0.803738,2014,0.42,0.02,0.118,0.039,0.054,0.048,0.118,19K507,0.198598,19.0,19.0,0.135135135,0.023364,428.0,2.279184,2.114105,0.714,0.189252,0.469626158476,0.343,0.92990654707,0.0,63.0,69.0,370.0,0.446,358.0,1082.0,354.0,General Academic,0.82,0.102804,0.81,0.97,0.0,0.002336,11207.0,420.0
807,0.028,0.009709,0.783172,2014,0.327,0.038,0.058,0.038,0.15,0.202,0.144,19K510,0.203883,19.0,19.0,0.141509434,0.067961,309.0,2.245766,2.091067,0.579,0.171521,0.394822001457,0.481,0.864077687263,0.0,64.0,69.0,377.0,0.477,377.0,1144.0,390.0,General Academic,0.77,0.10356,0.804,0.951,0.0,0.019417,11207.0,375.0
808,0.05,0.0,0.003106,2014,0.337,0.009,0.009,0.009,0.02,0.128,0.018,19K583,0.018634,19.0,19.0,0.22,0.931677,322.0,1.773472,1.941759,0.436,0.993789,0.524844706059,0.183,0.947204947472,0.009,62.0,53.0,321.0,0.386,302.0,949.0,326.0,General Academic,0.83,0.003106,0.76,0.967,0.0,0.003106,11208.0,420.0
809,0.022,0.057412,0.663239,2014,0.26,0.018,0.05,0.004,0.156,0.208,0.086,19K615,0.229649,19.0,19.0,0.098859316,0.039417,1167.0,2.275732,2.185869,0.643,0.254499,0.854327321053,0.369,0.742930591106,0.003,60.0,73.0,407.0,0.502,406.0,1195.0,382.0,Career Technical,0.71,0.116538,0.87,0.948,0.0,0.01371,11208.0,375.0
810,0.057,0.063636,0.447727,2014,0.295,0.045,0.036,0.0,0.091,0.264,0.136,19K618,0.25,19.0,19.0,0.0568182,0.106818,440.0,2.221123,2.103264,0.67,0.452273,0.761363625526,0.482,0.804545462132,0.001,66.0,69.0,379.0,0.614,388.0,1139.0,372.0,Career Technical,0.86,0.106818,0.795,0.963,0.0,0.018182,11208.0,405.0
811,0.009,0.041209,0.346154,2014,0.157,0.0,0.011,0.011,0.111,0.215,0.032,19K639,0.241758,19.0,19.0,0.12037037,0.181319,364.0,2.221115,2.066832,0.528,0.590659,0.629120886326,0.269,0.865384638309,0.0,61.0,59.0,375.0,0.546,370.0,1116.0,371.0,General Academic,0.82,0.118132,0.708,0.951,0.0,0.010989,11208.0,405.0
812,0.029,0.059459,0.156757,2014,0.725,0.018,0.064,0.0,0.108,0.172,0.055,19K659,0.181081,19.0,19.0,0.18627451,0.224324,370.0,2.22214,2.02507,0.5,0.72973,0.551351368427,0.309,0.889189183712,0.0,64.0,63.0,412.0,0.431,374.0,1152.0,366.0,General Academic,0.81,0.097297,0.78,0.962,0.0,0.043243,11208.0,410.0
813,0.0,0.00432,0.673866,2014,0.214,0.025,0.025,0.006,0.057,0.139,0.063,19K660,0.345572,19.0,19.0,0.242857143,0.079914,463.0,2.094208,1.968701,0.5,0.302376,0.298056155443,0.258,0.887688994408,0.0,66.0,65.0,331.0,0.371,368.0,1034.0,335.0,Career Technical,0.88,0.263499,0.77,0.952,0.0,0.010799,11207.0,427.0
814,0.154,0.061489,0.644013,2014,0.044,0.091,0.065,0.013,0.11,0.208,0.013,19K683,0.223301,19.0,19.0,0.0561798,0.100324,309.0,2.336972,2.104588,0.835,0.249191,0.375404536724,0.39,0.860841453075,0.0,67.0,64.0,356.0,0.637,377.0,1090.0,357.0,General Academic,0.83,0.165049,0.836,0.971,0.0,0.029126,11208.0,420.0
